Ticker,Name,Exchange,Category Name,Country
MUKANDLTD.NS,Mukand Limited,NSI,Steel & Iron,India
MUNJALSHOW.NS,Munjal Showa Limited,NSI,Auto Parts,India
SHAMKMUL.BO,SHAMKEN MULTIFAB LTD.,BSE,,India
MUNJALSHOW.BO,MUNJAL SHOWA LTD.,BSE,,India
MUKANDENGG.BO,MUKAND ENGINEERS LTD.,BSE,,India
MULTIARC.BO,MULTI-ARC INDIA LTD.,BSE,,India
3RDROCK-EQ.NS,3RD ROCK MULTIMEDI INR10,NSI,,India
MURABLK.BO,MURABLACK INDIA LTD.,BSE,,India
MUKANDLTD-EQ.NS,MUKAND LIMITED,NSI,,India
MUKSYNT.BO,MUKUND SYNTEX LTD.,BSE,,India
MURLIIND.BO,MURLI INDUSTRIES LTD.,BSE,,India
MUTHOOTCAP-EQ.NS,MUTHOOT CAPITAL SE INR10,NSI,,India
MUL.BO,MAURIA UDYOG LIMITED,BSE,,India
SRIMT.BO,SRIVEN MULTI-TECH LTD.,BSE,,India
MUKUIND.BO,MUKUNDA INDUSTRIAL FINANCE LTD,BSE,,India
MULLER.BO,Muller & Phipps (India) Limited,BSE,,India
SHREERAMA-EQ.NS,SHREE RAMA MULTI INR5,NSI,,India
MUTHOOTCAP.NS,MUTHOOT CAPITAL SE INR10,NSI,,India
MUNJALAU.BO,Munjal Auto Industries Limited,BSE,,India
MURLIIND-EQ.NS,MURLI INDUSTRIES INR2,NSI,,India
MULCOFF.BO,MULTICOLOUR OFFSET LTD.,BSE,,India
MUKATPIP.BO,Mukat Pipes Ltd,BSE,,India
MUKESHB.BO,Mukesh Babu Financial Services Limited,BSE,,India
SHREERAMA.BO,Shree Rama Multi-Tech Ltd.,BSE,,India
MUKANDENGG.NS,Mukand Engineers Limited,NSI,General Contractors,India
MVL.NS,MVL Limited,NSI,Real Estate Development,India
MVL.BO,MVL Limited,BSE,,India
MVL-EQ.NS,MVL LTD INR1,NSI,,India
MVCOTSP.BO,MV COTSPIN LTD.,BSE,,India
MWTEXX.BO,MW UNITEXX LTD.,BSE,,India
MYMTECH.BO,MYM TECHNOLOGIES LTD.,BSE,,India
MYSOREBANK.BO,STATE BANK OF MYSORE,BSE,,India
MYSORPETRO.BO,MYSORE PETRO CHEMICALS LTD.,BSE,,India
NAVKARCORP.NS,Navkar Corporation Limited,NSI,Air Delivery & Freight Services,India
NATPLY.BO,NATIONAL PLYWOOD INDUSTRIES LT,BSE,,India
NATCOPHARM.NS,Natco Pharma Limited,NSI,Drug Manufacturers - Major,India
NATPLASTI.BO,National Plastic Technologies Ltd,BSE,,India
NAM.BO,NAM SECURITIES LTD,BSE,,India
NARANGIN.BO,NARANG INDUSTRIES LTD.,BSE,,India
SRINANDAA.BO,SRI NANDAA SPINNERS LTD.,BSE,,India
NAKODA.NS,Nakoda Limited,NSI,Textile Industrial,India
NAKODA-EQ.NS,NAKODA LTD INR5,NSI,,India
NOL.BO,NATIONAL OXYGEN LTD.,BSE,,India
NATCOPHARM.BO,NATCO PHARMA LTD.,BSE,,India
PNC6.BO,PNC6.BO,BSE,,India
NSIL.NS,Nalwa Sons Investments Limited,NSI,Asset Management,India
PNC-EQ.NS,PRITISH NANDY COMM INR10,NSI,,India
NARPROP.BO,Narendra Properties Ltd.,BSE,,India
NAGREEKCAP.BO,NAGREEKA CAPITAL & INFRASTRUCT,BSE,,India
NVCMIND.BO,NAVCOM INDUSTRIES LTD.,BSE,,India
NAKSHTRINF.BO,NAKSHATRA INFRASTRUCTURE LTD.,BSE,,India
RNRL.BO,RELIANCE NATURAL RESOURCES LTD,BSE,,India
SHRENTH.BO,Proaim Enterprises Limited,BSE,,India
NAHARINDUS.BO,NAHAR INDUSTRIAL ENTERPRISES L,BSE,,India
TNPL-EQ.NS,TAMIL NADU NEWSPRINT & PAPERS L,NSI,,India
NAHARSPING.NS,Nahar Spinning Mills Ltd,NSI,Textile Industrial,India
NAGREEKCAP.NS,NAGREEKA CAPITAL & INR5,NSI,,India
NAINAMS.BO,NAINA SEMICONDUCTOR LTD.,BSE,,India
NATPLAS.BO,National Plastic Industries Ltd.,BSE,,India
NAVALTC.BO,NAVAL TECHNOPLAST INDUSTRIES L,BSE,,India
PITHMST.BO,Nardhana Infrastructure Limited,BSE,,India
NDL-EQ.NS,NANDAN DENIM LTD INR10,NSI,,India
NATCOPHARM-EQ.NS,NATCO PHARMA LTD INR2,NSI,,India
NATCAPSUQ.BO,Natural Capsules Ltd.,BSE,,India
NAHARPOLY.BO,NAHAR POLYFILMS LTD.,BSE,,India
NATRAJPR.BO,Natraj Proteins Ltd.,BSE,,India
NAGAROIL-EQ.NS,NAGARJUNA OIL REFI INR1,NSI,,India
NATNSWI.BO,NATIONAL SWITCHGEARS LTD.,BSE,,India
NUWAY.BO,NUWAY ORGANIC NATURALS INDIA L,BSE,,India
SCINDIA.BO,SCINDIA STEAM NAVIGATION CO.LT,BSE,,India
NAGAROIL.BO,NAGARJUNA OIL REFINERY LTD.,BSE,,India
PNB-IL.NS,PUNJAB NATL BANK INR2,NSI,,India
NAVKARCORP.BO,Navkar Corporation Limited,BSE,,India
NAVKARCORP-EQ.NS,NAVKAR CORPORATION INR10,NSI,,India
NDL.BO,NANDAN DENIM LIMITED,BSE,,India
NAVKETAN.BO,Navketan Merchants Limited,BSE,,India
PNB.BO,Punjab National Bank,BSE,,India
NAYAPAP.BO,NAYAGARA PAPER PRODUCTS (INDIA,BSE,,India
PNB.NS,Punjab National Bank,NSI,Money Center Banks,India
NAHARINDUS-EQ.NS,NAHAR IND ENTERPRI INR10,NSI,,India
NAGPI.BO,Nagpur Power & Industries Ltd.,BSE,,India
NARSM.BO,NARAINGARH SUGAR MILLS LTD.,BSE,,India
SKUMARN6.BO,SKUMARN6.BO,BSE,,India
PNB-EQ.NS,PUNJAB NATL BANK INR2,NSI,,India
NSIL.BO,NALWA SONS INVESTMENTS LTD.,BSE,,India
NAGREEKCAP-EQ.NS,NAGREEKA CAPITAL & INR5,NSI,,India
NAYSAA.BO,Naysaa Securities Limited,BSE,,India
NATIONSTD.BO,NATIONAL STANDARD (INDIA) LTD.,BSE,,India
NAGAROIL.NS,Nagarjuna Oil Refinery Limited,NSI,Oil & Gas Refining & Marketing,India
TNPL.BO,Tamil Nadu Newsprint and Papers Limited,BSE,,India
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,NSI,Textile Industrial,India
NATHPULP.BO,NATH PULP & PAPER MILLS LTD.,BSE,,India
TNPL.NS,Tamil Nadu Newsprint and Papers Limited,NSI,Paper & Paper Products,India
NGARJNG.BO,NAGARJUNA GRANITES LTD.,BSE,,India
NCLIND.BO,NCL Industries Limited,BSE,,India
NCJINPP.BO,NCJ INTER PP,BSE,,India
NCOPPER.BO,NISSAN COPPER LTD.,BSE,,India
NCOPPER-BE.NS,NISSAN COPPER LTD INR10,NSI,,India
NCLRESE.BO,NCL Research and Financial Services Limited,BSE,,India
NCC.BO,NCC LIMITED,BSE,,India
NCC.NS,NCC Limited,NSI,General Contractors,India
NCOPPER-BZ.NS,NISSAN COPPER LIMITED,NSI,,India
NCLIND-EQ.NS,NCL INDUSTRIES LIMITED,NSI,,India
NDASEC.BO,NDA Securities Ltd.,BSE,,India
NDTV.NS,New Delhi Television Limited,NSI,Broadcasting - TV,India
NEPCTEX.BO,NEPC TEXTILES LTD.,BSE,,India
NETLINK.BO,Netlink Solutions India Ltd,BSE,,India
NECLIFE-EQ.NS,NECTAR LIFESCIENCES LIMITED,NSI,,India
NETWORK.BO,Network Limited,BSE,,India
NELCO.BO,Nelco Limited,BSE,,India
DEN6.BO,DEN6.BO,BSE,,India
NEXCEN.BO,NEXCEN SOFTECH LTD.,BSE,,India
SUNTV.NS,Sun TV Network Limited,NSI,Broadcasting - TV,India
NEHAINT.BO,NEHA INTERNATIONAL LTD.,BSE,,India
NETVIS.BO,NETVISION WEB TECHNOLOGIES LTD,BSE,,India
NEYVELILIG.NS,Neyveli Lignite Corporation Limited,NSI,,India
NEOCORP-BE.NS,NEOCORP-BE.NS,NSI,,India
NESCO.NS,Nesco Limited,NSI,Business Services,India
CORNE.BO,CORAL NEWSPRINTS LTD.,BSE,,India
RICHUNV.BO,RICH UNIVERSE NETWORK LTD.,BSE,,India
NET4.NS,Net 4 India Limited,NSI,Internet Information Providers,India
SUPRTELE.BO,Supreme Telecom & Network India Limited,BSE,,India
RAMANEWS.BO,SHREE RAMA NEWSPRINT LTD.,BSE,,India
RAJTV.NS,Raj Television Network Limited,NSI,Broadcasting - TV,India
SMARTLINK6.BO,SMARTLINK6.BO,BSE,,India
TULSYAN.BO,Tulsyan NEC Ltd.,BSE,,India
NETWORK18.NS,Network18 Media & Investments Limited,NSI,Broadcasting - TV,India
NEOINFRA.BO,NEO INFRACON LTD.,BSE,,India
NESTLEIND.NS,Nestlé India Limited,NSI,Food - Major Diversified,India
NEXTMEDIA.NS,Next Mediaworks Limited,NSI,Publishing - Newspapers,India
NELCAST-EQ.NS,NELCAST LIMITED,NSI,,India
TVTODAY.NS,T.V. Today Network Limited,NSI,Broadcasting - TV,India
NESCO-EQ.NS,NESCO LIMITED,NSI,,India
NEXTMEDIA.BO,NEXT MEDIAWORKS LTD.,BSE,,India
INDUSNET.BO,INDUS NETWORKS LTD.,BSE,,India
NEXXOFT.BO,Nexxoft Infotel Ltd,BSE,,India
NEIL.BO,Neil Industries Ltd.,BSE,,India
NEPCMICON.BO,NEPC INDIA LTD.,BSE,,India
DEN.NS,DEN Networks Limited,NSI,Broadcasting - TV,India
TVTODAY.BO,TV TODAY NETWORK LTD.,BSE,,India
NEYCERI.BO,NEYCER INDIA LTD.,BSE,,India
TVTODAY-EQ.NS,TV TODAY NETWORK LIMITED,NSI,,India
NEELKATEC.BO,Neelkanth Technologies Ltd.,BSE,,India
NEPCMICON.NS,NEPC India Limited,NSI,Diversified Machinery,India
SMARTLINK.NS,Smartlink Network Systems Limited,NSI,Communication Equipment,India
NETVISTAIT.BO,NETVISTA INFORMATION TECHNOLOG,BSE,,India
SETFNN50.NS,SBI MUTUAL FUND SBI-ETF NIFTY N,NSI,,India
NESTLEIND6.BO,NESTLEIND6.BO,BSE,,India
NEXTMEDIA-EQ.NS,NEXT MEDIAWORKS LT INR10,NSI,,India
NEPCMICON-BE.NS,NEPC INDIA LTD,NSI,,India
RAJTV-EQ.NS,RAJ TEL NETWORK INR5,NSI,,India
NECLIFE.BO,Nectar Lifesciences Limited,BSE,,India
NEOCORP.BO,Neo Corp International Ltd,BSE,,India
NESTLEIND.BO,NESTLE INDIA LTD.,BSE,,India
NOGMIND.BO,Neogem India Ltd.,BSE,,India
NET4.BO,NET4.BO,BSE,,India
SEATV.BO,SEA TV NETWORK LTD.,BSE,,India
NELCO-EQ.NS,NELCO LIMITED,NSI,,India
NETWORK18.BO,Network18 Media & Investments Limited,BSE,,India
NEXUSSOF.BO,NEXUS SOFTWARE LTD.,BSE,,India
NESCO.BO,NESCO LTD.,BSE,,India
SITICABLE.BO,SITI CABLE NETWORK LTD.,BSE,,India
NETWORK186.BO,NETWORK186.BO,BSE,,India
DEN.BO,DEN Networks Limited,BSE,,India
SUNTV6.BO,SUNTV6.BO,BSE,,India
NEWINFRA.BO,NEWTIME INFRASTRUCTURE LIMITED,BSE,,India
SETFNN50-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY N,NSI,,India
NEXUSCOMMO.BO,Nexus Commodities & Technologi,BSE,,India
SITICABLE.NS,SITI Networks Limited,NSI,,India
NGLFINE.BO,NGL Fine-Chem Ltd.,BSE,,India
NGCT-BE.NS,NORTHGATE COM TECH INR10,NSI,,India
NGCT.NS,Spacenet Enterprises India Limited,NSI,,India
NGCT-EQ.NS,NORTHGATE COM TECH INR10,NSI,,India
NHPC.BO,NHPC Ltd.,BSE,,India
NICCO-BE.NS,NICCO CORPN INR2,NSI,,India
SETFNIF50.NS,SBI MUTUAL FUND SBI-ETF NIFTY 5,NSI,,India
NILKAMAL-EQ.NS,NILKAMAL LIMITED,NSI,,India
NIRAVCOM.BO,Nirav Commercials Limited,BSE,,India
NILACHAL.BO,NILACHAL REFRACTORIES LTD.,BSE,,India
NIITLTD-EQ.NS,NIIT LIMITED,NSI,,India
NITINSPIN.NS,Nitin Spinners Ltd.,NSI,Textile Industrial,India
NIMBUSI.BO,NIMBUS INDUSTRIES LTD.,BSE,,India
DEEPAKNI.BO,Deepak Nitrite Ltd.,BSE,,India
NICCO-EQ.NS,NICCO CORPN INR2,NSI,,India
SADHNANIQ.BO,Sadhana Nitro Chem Ltd.,BSE,,India
NIITTECH.NS,NIIT Technologies Limited,NSI,Information Technology Services,India
DEEPAKNTR.NS,DEEPAK NITRITE INR2,NSI,,India
TECHIN-EQ.NS,TECHINDIA NIRMAN L INR10,NSI,,India
NITINFIRE6.BO,NITINFIRE6.BO,BSE,,India
NIITLTD.BO,NIIT LTD.,BSE,,India
NILKAMAL.BO,Nilkamal Limited,BSE,,India
NITINSPIN-EQ.NS,NITIN SPINNERS LIMITED,NSI,,India
NICCO.BO,NICCO CORPORATION LTD.,BSE,,India
INDUNISS.BO,INDU NISSAN OXO-CHEMICAL INDUS,BSE,,India
NIRVIKARA.NS,Balkrishna Paper Mills Limited,NSI,,India
NIPPOBATRY.NS,Indo National Limited,NSI,Diversified Electronics,India
NILAINFRA.NS,NILA INFRASTRUCTUR INR1,NSI,,India
NICCOPAR.BO,Nicco Parks & Resorts Limited,BSE,,India
NITINFIRE-EQ.NS,NITIN FIRE PROTECTION INDUSTRIE,NSI,,India
NITININ.BO,NITIN INDUSTRIES LTD.,BSE,,India
NITINFIRE.BO,Nitin Fire Protection Industries Limited,BSE,,India
NITINBBPH.BO,NITINFIRE*,BSE,,India
NILKAMAL.NS,Nilkamal Limited,NSI,Rubber & Plastics,India
NIRVIKARA-BE.NS,Nirvikara Paper Mills Ltd,NSI,,India
SETFNIFBK.NS,SBI MUTUAL FUND SBI-ETF NIFTY B,NSI,,India
SETFNIFBK-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY B,NSI,,India
NIPPOBATRY.BO,INDO-NATIONAL LTD.,BSE,,India
SETFNIF50-EQ.NS,SBI MUTUAL FUND SBI-ETF NIFTY 5,NSI,,India
RELNFTYINAV.BO,i-NAV RELIANCE NIFTY,BSE,,India
NIVINFRA.BO,NIVYAH INFRASTRUCTURE & TELECO,BSE,,India
NIMBSPROJ.BO,NIMBUS PROJECTS LTD.,BSE,,India
CNEL.BO,CHANNEL NINE ENTERTAINMENT LTD,BSE,,India
NITCO.NS,Nitco Limited,NSI,General Building Materials,India
TECHIN.NS,Techindia Nirman Limited,NSI,Real Estate Development,India
NKIND.BO,NK Industries Ltd.,BSE,,India
NKIND.NS,N.K Industries Limited,NSI,Farm Products,India
NMDC.BO,NMDC LTD.,BSE,,India
4THGEN.BO,FOURTH GENERATION INFORMATION,BSE,,India
GRINDWELL.BO,GRINDWELL NORTON LTD.,BSE,,India
NORTHPR.BO,NORTHERN PROJECTS LTD.,BSE,,India
NOVAPUB.BO,NOVA PUBLICATIONS INDIA LTD,BSE,,India
NOVARTIND.BO,NOVARTIS INDIA LTD.,BSE,,India
NOCIL-EQ.NS,NOCIL LIMITED,NSI,,India
NOVAGOLD.BO,NovaGold Petro Resources Ltd,BSE,,India
DENORA-EQ.NS,DE NORA INDIA INR10,NSI,,India
GRINDWELL.NS,Grindwell Norton Limited,NSI,General Building Materials,India
DENORA.NS,De Nora India Limited,NSI,Diversified Electronics,India
NOESISIND.NS,Noesis Industries Limited,NSI,Electronic Equipment,India
NOVARTIND6.BO,NOVARTIND6.BO,BSE,,India
NOCIL.BO,NOCIL Limited,BSE,,India
WELLNESS.BO,WELLNESS NONI LTD.,BSE,,India
NORBTEAEXP-BE.NS,NORBEN TEA &EXPORTS LTD,NSI,,India
NOESISIND-EQ.NS,NOESIS INDUSTRIES INR10,NSI,,India
NOIDATOLL.BO,NOIDA TOLL BRIDGE COMPANY LTD.,BSE,,India
UNIVCABLES-BE.NS,UNIVCABLES NPP130599 DEPO,NSI,,India
VISESHINFO-BE.NS,VISESH INFO NPP231299 DEP,NSI,,India
NRBBEARING-EQ.NS,NRB BEARING LIMITED,NSI,,India
NRC.BO,NRC Ltd.,BSE,,India
NRC-BZ.NS,NRC LIMITED,NSI,,India
NRINTER.BO,NR International Ltd.,BSE,,India
NTCIND.BO,NTC INDUSTRIES LTD.,BSE,,India
NUTRA.BO,NUTRAPLUS INDIA LTD,BSE,,India
NUTEK.BO,Nu Tek India Ltd,BSE,,India
NUCHEM.BO,NUCHEM LTD.,BSE,,India
SAMPRE.BO,Sampre Nutritions Ltd.,BSE,,India
NUTRICIRCLE.BO,Nutricircle Limited,BSE,,India
NUMUP.BO,NUMERO UNO PROJECTS LTD.,BSE,,India
NUTECH.BO,Nu Tech Corporate Services Ltd,BSE,,India
NUBALIN.BO,NUBAL (INDIA) LTD.,BSE,,India
NUTEK.NS,Nu Tek India Limited,NSI,Wireless Communications,India
NYSSACORP.BO,NYSSA CORPORATION LIMITED,BSE,,India
NYLOFIL.BO,NYLOFIL.BO,BSE,,India
SILVOAK.BO,Silver Oak India Ltd.,BSE,,India
OASISME.BO,OASIS MEDIA MATRIX LTD.,BSE,,India
OASIS.BO,OASIS TRADELINK LTD,BSE,,India
OASISTEX.BO,OASIS TEXTILES LTD.,BSE,,India
SILVERO.BO,SILVER OAK COMMERCIAL LTD.,BSE,,India
OASISEC.BO,Oasis Securities Ltd.,BSE,,India
OBEROIRLTY.BO,OBEROI REALTY LTD.,BSE,,India
OBRSESY.BO,Overseas Synthetics Ltd.,BSE,,India
OONE.BO,OBJECTONE INFORMATION SYSTEMS,BSE,,India
OCL.NS,OCL India Limited,NSI,General Building Materials,India
OCCL.NS,ORIENTAL CARB & CH INR10,NSI,,India
OCENINFR.BO,OCEAN INFRASTRUCTURE LTD.,BSE,,India
ODYSSEY.BO,Odyssey Technologies Limited,BSE,,India
ODVDC.BO,ODYSSEY VIDEO COMMUNICATIONS L,BSE,,India
ODYCORP.BO,Odyssey Corporation Ltd,BSE,,India
SCI.NS,The Shipping Corporation of India Limited,NSI,Shipping,India
TINPLATE.NS,The Tinplate Company Of India Limited,NSI,Steel & Iron,India
ORIENTBANK.BO,ORIENTAL BANK OF COMMERCE,BSE,,India
CONCOR.BO,Container Corporation of India Ltd.,BSE,,India
TUBEINVEST.BO,Tube Investments of India Limited,BSE,,India
ORIENTBANK6.BO,ORIENTBANK6.BO,BSE,,India
POWERGRID-EQ.NS,POWER GRID CORPORATION OF INDIA,NSI,,India
STCINDIA.BO,STATE TRADING CORPORATION OF I,BSE,,India
STCINDIA.NS,The State Trading Corporation of India Limited,NSI,Industrial Metals & Minerals,India
AUTOPRD.BO,AUTOMOBILE PRODUCTS OF INDIA L,BSE,,India
SBT.NS,State Bank of Travancore,NSI,,India
ORIENTBANK-EQ.NS,ORIENTAL BK OF COM INR10,NSI,,India
SAIL.NS,Steel Authority of India Limited,NSI,Steel & Iron,India
STCINDIA6.BO,STCINDIA6.BO,BSE,,India
TINPLATE-EQ.NS,THE TINPLATE COMPANY OF INDIA L,NSI,,India
UNITEDBNK.NS,United Bank of India,NSI,Money Center Banks,India
OFSS6.BO,OFSS6.BO,BSE,,India
OFSTECH.BO,OFS Technologies Limited,BSE,,India
SCI4.BO,SCI4.BO,BSE,,India
BANKBARODA.NS,Bank of Baroda,NSI,Money Center Banks,India
UNITEDBNK.BO,United Bank of India,BSE,,India
UNIOFFICE.BO,Universal Office Automation Ltd.,BSE,,India
UNIONBANK.BO,Union Bank of India,BSE,,India
TFCILTD.BO,TOURISM FINANCE CORPORATION OF,BSE,,India
SBIN.BO,STATE BANK OF INDIA,BSE,,India
POWERGRID.BO,Power Grid Corporation of India Limited,BSE,,India
MYSOREBANK.NS,State Bank of Mysore,NSI,,India
POWERGRID4.BO,POWERGRID4.BO,BSE,,India
SCI6.BO,SCI6.BO,BSE,,India
STEELTUBES.BO,STEEL TUBES OF INDIA LTD.,BSE,,India
TFCILTD.NS,Tourism Finance Corporation of India Limited,NSI,Credit Services,India
WHIRLPOOL-EQ.NS,WHIRLPOOL OF INDIA LIMITED,NSI,,India
OILCOUNTUB.BO,OIL COUNTRY TUBULAR LTD.,BSE,,India
OILCOUNTUB.NS,Oil Country Tubular Limited,NSI,Oil & Gas Equipment & Services,India
RAJOIL.NS,Raj Oil Mills Limited,NSI,Food - Major Diversified,India
SOTL.BO,Savita Oil Technologies Limited,BSE,,India
SOTL.NS,Savita Oil Technologies Limited,NSI,Specialty Chemicals,India
TIDEWATER.BO,TIDE WATER OIL (INDIA) LTD.,BSE,,India
OIL6.BO,OIL6.BO,BSE,,India
INTSTOIL.BO,Inter State Oil Carrier Ltd.,BSE,,India
SOTL-EQ.NS,SAVITA OIL TECHNOLOGIES LIMITED,NSI,,India
OLYMPTX.BO,Olympia Industries Ltd.,BSE,,India
OLYMTFI.BO,OLYMPIC MANAGEMENT & FINANCIAL,BSE,,India
OLPCL.BO,OLYMPIC CARDS LTD.,BSE,,India
OLYCAP.BO,OLYMPIA CAPITALS LTD.,BSE,,India
OMANSH.BO,OMANSH ENTERPRISES LTD,BSE,,India
OMKARCHEM.NS,Omkar Speciality Chemicals Limited,NSI,Specialty Chemicals,India
OMKARPH.BO,OMKAR PHARMACHEM LTD.,BSE,,India
OMMETALS6.BO,OMMETALS6.BO,BSE,,India
OMNITECH.NS,Omnitech Infosolutions Ltd,NSI,Information Technology Services,India
OMMETALS.NS,Om Metals Infraprojects Limited,NSI,General Contractors,India
OMAXAUTO.BO,OMAX AUTOS LTD.,BSE,,India
OMNITEX.BO,Omnitex Industries (India) Limited,BSE,,India
OMAXE-EQ.NS,OMAXE LIMITED,NSI,,India
OMEGAIN.BO,Omega Interactive Technologies Limited,BSE,,India
SHREETULSI.BO,SHREE TULSI ONLINE.COM LTD.,BSE,,India
ONTRACK.BO,Ontrack Systems Limited,BSE,,India
ONIDSAK.BO,ONIDA SAKA LTD.,BSE,,India
ONMOBBBPH.BO,ONMOBGLO,BSE,,India
OTML.BO,ONESOURCE TECHMEDIA LTD.,BSE,,India
STOREONE-EQ.NS,STORE ONE RETAIL INR10,NSI,,India
ONIDA.BO,ONIDA.BO,BSE,,India
ONELIFECAP-EQ.NS,ONELIFE CAPITAL ADVISORS LIMITE,NSI,,India
ONWARDTEC.BO,ONWARD TECHNOLOGIES LTD.,BSE,,India
OPCHAINS.BO,O. P. Chains Limited,BSE,,India
OPTIFIN.BO,Optimus Finance Limited,BSE,,India
ORIENTALTL.NS,Oriental Trimex Limited,NSI,General Building Materials,India
ORIQUAL.BO,ORIQUAL.BO,BSE,,India
ORVENPR.BO,Oriental Veneer Products Ltd.,BSE,,India
ORICON.BO,Oricon Enterprises Limited,BSE,,India
SMRUTHI.BO,Smruthi Organics Limited,BSE,,India
ORISSAMINE.BO,ORISSA MINERALS DEVELOPMENT CO,BSE,,India
ORIENTLTD.NS,Orient Press Limited,NSI,Packaging & Containers,India
ORIENTTR.BO,ORIENT TRADELINK LTD.,BSE,,India
VINATIORGA-EQ.NS,VINATI ORGANICS INR2,NSI,,India
SCANORG.BO,SCAN ORGANICS LTD.,BSE,,India
ORIENTALTL.BO,ORIENTAL TRIMEX LTD.,BSE,,India
ORICONENT-EQ.NS,ORICON ENTERPRISES INR2,NSI,,India
ORTEL.BO,Ortel Communications Limited,BSE,,India
ORIENTPPR-EQ.NS,ORIENT PAPER & INDUSTRIES LIMIT,NSI,,India
VINATIORGA.BO,VINATI ORGANICS LTD.,BSE,,India
PANCHSHEEL.BO,PANCHSHEEL ORGANICS LTD.,BSE,,India
ORIENTREF.BO,ORIENT REFRACTORIES LTD.,BSE,,India
ORCHIDPHAR.BO,Orchid Pharma Limited,BSE,,India
GREENPOWER.BO,ORIENT GREEN POWER COMPANY LTD,BSE,,India
ORIENTPPR.NS,Orient Paper & Industries Limited,NSI,Home Furnishings & Fixtures,India
ORIENTREF.NS,Orient Refractories Limited,NSI,Metal Fabrication,India
ORTEL.NS,Ortel Communications Limited,NSI,CATV Systems,India
ORTEL-EQ.NS,ORTEL COMMUNICATIO INR10,NSI,,India
VIBROSO.BO,VIBROS ORGANICS LTD.,BSE,,India
ORIENTALTL-BE.NS,ORIENTAL TRIMEX LTD INR10,NSI,,India
ORIENTALTL-EQ.NS,ORIENTAL TRIMEX INR10,NSI,,India
PANCHSHEEL-EQ.NS,Panchsheel Organics Ltd,NSI,,India
MEGH.NS,Meghmani Organics Limited,NSI,Agricultural Chemicals,India
ORICONENT.NS,ORICON ENTERPRISES INR2,NSI,,India
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,NSI,Industrial Metals & Minerals,India
UNICORN.BO,UNICORN.BO,BSE,,India
PNTKYOR.BO,Pentokey Organy (India) Limited,BSE,,India
GREENPOWER.NS,Orient Green Power Company Limited,NSI,Electric Utilities,India
MANORG.BO,MANGALAM ORGANICS LIMITED,BSE,,India
GREENPOWER-EQ.NS,ORIENT GREEN POWER INR10,NSI,,India
SSORGS.BO,S.S. Organics Limited,BSE,,India
ORIENTHOT-EQ.NS,ORIENTAL HOTELS LIMITED,NSI,,India
VINATIORGA.NS,Vinati Organics Limited,NSI,Chemicals - Major Diversified,India
ORINTIN.BO,ORIENTAL INDUSTRIAL INVESTMENT,BSE,,India
ORCHIDPHAR.NS,Orchid Pharma Limited,NSI,Drug Manufacturers - Major,India
ORBITPL.BO,ORBIT POLYESTER LTD.,BSE,,India
ORIBEVER.BO,Orient Beverages Ltd.,BSE,,India
ORGINFO.BO,ORG INFORMATICS LTD.,BSE,,India
ORIENTHOT.NS,Oriental Hotels Limited,NSI,Lodging,India
MEGH.BO,Meghmani Organics Limited,BSE,,India
REVAORG.BO,REVATI ORGANICS LTD.,BSE,,India
ORBITCORP.BO,ORBIT CORPORATION LTD.,BSE,,India
OROSMITHS.BO,OROSIL SMITHS INDIA LTD.,BSE,,India
ORIENTHOT.BO,Oriental Hotels Limited,BSE,,India
OSSWM.BO,Oswal Spinning and Weaving Mills Limited,BSE,,India
OSWALOR.BO,Oswal Overseas Limited,BSE,,India
OSIAIND.BO,OSIAN INDUSTRIES LTD.,BSE,,India
OSEASPR.BO,OSEASPRE CONSULTANTS LTD.,BSE,,India
OTCO.BO,OTCO International Ltd.,BSE,,India
OUDHSUG.BO,OUDH SUGAR MILLS LTD.,BSE,,India
SIGNETIND.NS,Signet Industries Limited,NSI,Rubber & Plastics,India
UNIMOVR.BO,Unimode Overseas Limited,BSE,,India
TRIPEXO.BO,TRIPEXO.BO,BSE,,India
SUNTECHNO.BO,SUN TECHNO OVERSEAS LTD.,BSE,,India
PRADIP-EQ.NS,PRADIP OVERSEAS LT INR10,NSI,,India
MARALOVER.NS,Maral Overseas Limited,NSI,Textile Industrial,India
PRADIP.NS,Pradip Overseas Limited,NSI,Textile Industrial,India
BANG-BE.NS,BANG OVERSEAS LTD INR10,NSI,,India
GRMOVER.BO,GRM Overseas Ltd.,BSE,,India
PRADIP.BO,Pradip Overseas Limited,BSE,,India
PONDYOXIDE.BO,PONDY OXIDES & CHEMICALS LTD.,BSE,,India
SARDAPPR.BO,Sarda Papers Limited,BSE,,India
SANJIVIN.BO,Sanjivani Paranteral Ltd.,BSE,,India
RUCHIRA.BO,Ruchira Papers Ltd.,BSE,,India
PRSYNLT.BO,PARAS SYN LT,BSE,,India
PRATIK.BO,Pratik Panels Ltd.,BSE,,India
PANKAJPO.BO,Pankaj Polymers Ltd,BSE,,India
PALSOFT.BO,Palsoft Infosystems Ltd.,BSE,,India
PAGEIND.NS,Page Industries Limited,NSI,Textile - Apparel Clothing,India
PADMINIT.BO,PADMINI TECHNOLOGIES LTD.,BSE,,India
